"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casualaverage","temp_average","atemp_average","tomrw_atemp","tomrw_temp","tomrw_weather","tomrw_windspeed","tomrw_hum","predict_day","predict_workday","predict_holiday","casual_diff","casual","registered","cnt","lag_cnt","lag_casual"
"503",503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1330.42857142857,0.589285714285715,0.563682857142857,0.551121,0.564167,1,0.136817,0.523333,0,0,0,216,1242,6142,7384,8294,3410
"504",504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1359.28571428571,0.593690571428572,0.568009714285714,0.566908,0.6,1,0.083975,0.45625,0,0,0,202,1521,6118,7639,7129,2704
"505",505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,1471.85714285714,0.598809571428572,0.571165571428571,0.583967,0.620833,1,0.254367,0.530417,1,1,0,788,3410,4884,8294,4359,630
"506",506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,1547.85714285714,0.6,0.570984,0.565667,0.598333,2,0.233204,0.81125,1,1,0,532,2704,4425,7129,6073,819
"507",507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,1589,0.603571428571429,0.573236428571429,0.580825,0.615,2,0.118167,0.765833,1,1,0,288,630,3729,4359,5260,766
"508",508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,1616.71428571429,0.604047571428572,0.573868,0.584612,0.621667,2,0.102,0.774583,1,1,0,194,819,5254,6073,6770,1059
"509",509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,1584.57142857143,0.601904714285715,0.572244714285714,0.6067,0.655,1,0.172896,0.716667,1,1,0,-225,766,4494,5260,6734,1417
"510",510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1558.42857142857,0.610714285714286,0.577114285714286,0.627529,0.68,1,0.14055,0.747083,0,0,0,-183,1059,5711,6770,6536,2855
"511",511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1543.57142857143,0.627261857142858,0.588029714285714,0.642696,0.6925,1,0.198992,0.7325,0,0,0,-104,1417,5317,6734,6591,3283
"512",512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,1464.28571428571,0.640476142857143,0.598856571428571,0.641425,0.69,1,0.215171,0.697083,1,0,1,-555,2855,3681,6536,6043,2557
"513",513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,1547,0.650357142857143,0.607064857142857,0.6793,0.7125,1,0.196521,0.67625,1,1,0,579,3283,3308,6591,5743,880
"514",514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,1822.28571428571,0.666666714285715,0.623298142857143,0.672992,0.7225,1,0.2954,0.684583,1,1,0,1927,2557,3486,6043,6855,745
"515",515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,1831,0.682023857142858,0.636464857142857,0.611129,0.656667,2,0.134329,0.67,1,1,0,61,880,4863,5743,7338,1100
"516",516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,1828,0.687023857142857,0.640253,0.631329,0.68,1,0.195279,0.492917,1,1,0,-21,745,6110,6855,4127,533
"517",517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1833.85714285714,0.690595285714286,0.643771428571428,0.607962,0.654167,2,0.237563,0.755417,0,0,0,41,1100,6238,7338,8120,2795
"518",518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,1707.57142857143,0.686904857142857,0.640976142857143,0.566288,0.583333,1,0.186562,0.549167,0,0,0,-884,533,3594,4127,7641,2494
"519",519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,1699,0.671309571428572,0.630060714285714,0.575133,0.6025,1,0.184087,0.493333,1,1,0,-60,2795,5325,8120,6998,1071
"520",520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,1586.28571428571,0.658809571428572,0.620590428571428,0.578283,0.5975,1,0.284833,0.487083,1,1,0,-789,2494,5147,7641,7001,968
"521",521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1374,0.642381,0.606159428571428,0.525892,0.540833,2,0.209575,0.613333,1,1,0,-1486,1071,5927,6998,7055,1027
"522",522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,1386.57142857143,0.616428571428572,0.585145142857143,0.542292,0.554167,1,0.077125,0.61125,1,1,0,88,968,6033,7001,7494,1038
"523",523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1426.85714285714,0.601785714285715,0.575311285714285,0.569442,0.6025,1,0.15735,0.567083,1,1,0,282,1027,6028,7055,7736,1488
"524",524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1418,0.590714285714286,0.566470285714286,0.597862,0.649167,1,0.175383,0.467917,0,0,0,-62,1038,6456,7494,7498,2708
"525",525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1554.42857142857,0.59,0.565027428571428,0.648367,0.710833,1,0.144287,0.437083,0,0,0,955,1488,6248,7736,6598,2224
"526",526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,1542,0.608214285714286,0.576753,0.663517,0.726667,1,0.133721,0.538333,1,1,0,-87,2708,4790,7498,6664,1017
"527",527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,1503.42857142857,0.625952428571429,0.589379285714285,0.659721,0.720833,2,0.207713,0.587917,1,1,0,-270,2224,4374,6598,4972,477
"528",528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1495.71428571429,0.643571428571429,0.601013285714285,0.597875,0.653333,2,0.214546,0.833333,1,1,0,-54,1017,5647,6664,7421,1173
"529",529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,1425.57142857143,0.659642857142858,0.611296571428571,0.611117,0.655833,1,0.343279,0.582083,1,1,0,-491,477,4495,4972,7363,1180
"530",530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1446.42857142857,0.674166571428572,0.621128714285714,0.624383,0.648333,1,0.253733,0.569583,1,1,0,146,1173,6248,7421,7665,1563
"531",531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1466.71428571429,0.680714142857143,0.628977428571429,0.599754,0.639167,1,0.176617,0.589583,0,0,0,142,1180,6183,7363,7702,2963
"532",532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1477.42857142857,0.679285571428572,0.629247714285714,0.594708,0.631667,1,0.166667,0.504167,0,0,0,75,1563,6102,7665,6978,2634
"533",533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,1513.85714285714,0.667976142857143,0.621582142857143,0.571975,0.5925,1,0.144904,0.59875,1,1,0,255,2963,4739,7702,5099,653
"534",534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,1572.42857142857,0.648809428571429,0.608504714285714,0.544842,0.568333,2,0.174746,0.777917,1,1,0,410,2634,4344,6978,6825,968
"535",535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,1520.42857142857,0.627023714285715,0.592093428571428,0.654692,0.688333,1,0.148017,0.69,1,1,0,-364,653,4446,5099,6211,872
"536",536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,1590.57142857143,0.632023714285715,0.600210142857143,0.720975,0.7825,1,0.113812,0.592083,1,1,0,491,968,5857,6825,5905,778
"537",537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,1547.57142857143,0.650119,0.615904142857143,0.752542,0.805833,1,0.118787,0.567917,1,1,0,-301,872,5339,6211,5823,964
"538",538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,1490.14285714286,0.672619,0.634212571428571,0.724121,0.7775,1,0.182842,0.57375,0,0,0,-402,778,5127,5905,7458,2657
"539",539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,1404.57142857143,0.692380857142857,0.651979285714286,0.652792,0.731667,1,0.179721,0.534583,0,0,0,-599,964,4859,5823,6891,2551
"540",540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,1360.85714285714,0.706666571428572,0.660277,0.674254,0.743333,1,0.145525,0.479167,1,1,0,-306,2657,4801,7458,6779,1139
"541",541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,1349,0.728214142857143,0.674888285714286,0.654042,0.715833,1,0.300383,0.504167,1,1,0,-83,2551,4340,6891,7442,1077
"542",542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1418.42857142857,0.749285571428572,0.690488285714286,0.594704,0.630833,1,0.347642,0.373333,1,1,0,486,1139,5640,6779,7335,1077
"543",543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1434,0.741071285714286,0.681918571428571,0.640792,0.6975,1,0.271775,0.36,1,1,0,109,1077,6365,7442,6879,921
"544",544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1463.28571428571,0.728928428571429,0.670463857142857,0.675512,0.749167,1,0.17165,0.4225,1,1,0,205,1077,6258,7335,5463,829
"545",545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,1483.71428571429,0.720833285714286,0.659459571428571,0.786613,0.834167,1,0.165417,0.48875,0,0,0,143,921,5958,6879,5687,1455
"546",546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,1464.42857142857,0.728928571428572,0.668387,0.687508,0.765,1,0.161071,0.60125,0,0,0,-135,829,4634,5463,5531,1421
"547",547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1292.71428571429,0.733690428571429,0.673346428571429,0.750629,0.815833,1,0.168529,0.51875,1,1,0,-1202,1455,4232,5687,6227,904
"548",548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1131.28571428571,0.744047571428572,0.684257142857143,0.702038,0.781667,1,0.195267,0.447083,1,1,0,-1130,1421,4110,5531,6660,1052
"549",549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,1097.71428571429,0.753452428571429,0.691113714285714,0.70265,0.780833,1,0.126237,0.492083,1,0,1,-235,904,5323,6227,7403,2562
"550",550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1094.14285714286,0.774881,0.706534571428571,0.732337,0.789167,1,0.13495,0.53875,1,1,0,-25,1052,5608,6660,6241,1405
"551",551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,1306.28571428571,0.787976285714286,0.719612428571428,0.761367,0.8275,1,0.194029,0.457917,1,1,0,1485,2562,4841,7403,6207,1366
"552",552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1375.42857142857,0.799166714285715,0.731877428571428,0.752533,0.828333,1,0.146142,0.450833,0,0,0,484,1405,4836,6241,4840,1448
"553",553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1452.14285714286,0.798333285714286,0.727008857142857,0.804913,0.861667,1,0.163554,0.492083,0,0,0,537,1366,4841,6207,4672,1203
"554",554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1451.14285714286,0.812142857142857,0.743781,0.790396,0.8225,1,0.125629,0.57375,1,1,0,-7,1448,3392,4840,6569,998
"555",555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1420,0.813095285714286,0.749462,0.654054,0.710833,2,0.180975,0.683333,1,1,0,-218,1203,3469,4672,6290,954
"556",556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,1433.42857142857,0.802976142857143,0.742607142857143,0.664796,0.720833,2,0.151737,0.6675,1,1,0,94,998,5571,6569,7264,975
"557",557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,1419.42857142857,0.794404714285714,0.737199428571428,0.650271,0.716667,1,0.151733,0.633333,1,1,0,-98,954,5336,6290,7446,1032
"558",558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,1192.71428571429,0.784047571428572,0.725475714285714,0.654683,0.715833,1,0.146775,0.529583,1,1,0,-1587,975,6289,7264,7499,1511
"559",559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1139.42857142857,0.768095142857143,0.710235142857143,0.667933,0.731667,2,0.08085,0.485833,0,0,0,-373,1032,6414,7446,6969,2355
"560",560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1160.14285714286,0.754285714285714,0.698149428571428,0.666042,0.703333,2,0.143679,0.699167,0,0,0,145,1511,5988,7499,6031,1920
"561",561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,1289.71428571429,0.731666571428572,0.678310714285714,0.705196,0.745833,1,0.166667,0.717917,1,1,0,907,2355,4614,6969,6830,1088
"562",562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1392.14285714286,0.720714142857143,0.666139285714285,0.724125,0.763333,1,0.164187,0.645,1,1,0,717,1920,4111,6031,6786,921
"563",563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1405,0.728214142857143,0.676149428571428,0.755683,0.818333,1,0.114429,0.505833,1,1,0,90,1088,5742,6830,5713,799
"564",564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,1400.28571428571,0.742142714285715,0.689133285714285,0.745583,0.793333,1,0.137442,0.577083,1,1,0,-33,921,5865,6786,6591,888
"565",565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,1375.14285714286,0.753095,0.702749285714286,0.714642,0.77,1,0.165429,0.600417,1,1,0,-176,799,4914,5713,5870,747
"566",566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,1354.57142857143,0.760833142857143,0.711314857142857,0.613025,0.665833,2,0.208967,0.844167,0,0,0,-144,888,5703,6591,4459,1264
"567",567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,1245.42857142857,0.751428285714286,0.703470857142857,0.549912,0.595833,3,0.2133,0.865417,0,0,0,-764,747,5123,5870,7410,2544
"568",568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1089.57142857143,0.736071142857143,0.686880857142857,0.623125,0.6675,2,0.0939208,0.7625,1,1,0,-1091,1264,3195,4459,6966,1135
"569",569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,1178.71428571429,0.724880714285715,0.675156428571428,0.690017,0.741667,1,0.138683,0.694167,1,1,0,624,2544,4866,7410,7592,1140
"570",570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1185.42857142857,0.721785571428572,0.670283857142857,0.70645,0.750833,1,0.211454,0.655,1,1,0,47,1135,5831,6966,8173,1383
"571",571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1216.71428571429,0.712142714285714,0.663250571428571,0.654054,0.724167,1,0.1648,0.45,1,1,0,219,1140,6452,7592,6861,1036
"572",572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1300.14285714286,0.702261857142857,0.650175,0.739263,0.776667,1,0.284813,0.596667,1,1,0,584,1383,6790,8173,6904,1259
"573",573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1321.28571428571,0.703214285714286,0.653692285714286,0.734217,0.781667,1,0.152992,0.594583,0,0,0,148,1036,5825,6861,6685,2234
"574",574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1394.42857142857,0.719762,0.671005428571428,0.697604,0.755833,1,0.15735,0.613333,0,0,0,512,1259,5645,6904,6597,2153
"575",575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,1533,0.742619142857143,0.692104285714286,0.667933,0.721667,1,0.170396,0.62375,1,1,0,970,2234,4451,6685,7105,1040
"576",576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,1477.14285714286,0.750357285714286,0.698505428571428,0.684987,0.730833,1,0.153617,0.66875,1,1,0,-391,2153,4444,6597,7216,968
"577",577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1463.57142857143,0.748809571428572,0.697786857142857,0.662896,0.713333,1,0.165425,0.704167,1,1,0,-95,1040,6065,7105,7580,1074
"578",578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,1439,0.743452428571429,0.691564857142857,0.667308,0.7175,1,0.141179,0.6775,1,1,0,-172,968,6248,7216,7261,983
"579",579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1394.85714285714,0.7425,0.693458285714285,0.707088,0.7525,1,0.129354,0.659583,1,1,0,-309,1074,6506,7580,7175,1328
"580",580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,1387.28571428571,0.739047571428571,0.688861857142857,0.722867,0.765833,2,0.215792,0.6425,0,0,0,-53,983,6278,7261,6824,2345
"581",581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1397.14285714286,0.736785571428571,0.687240428571428,0.751267,0.793333,1,0.257458,0.613333,0,0,0,69,1328,5847,7175,5464,1707
"582",582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,1413,0.742142714285714,0.694906571428571,0.731079,0.769167,1,0.290421,0.6525,1,1,0,111,2345,4479,6824,7013,1233
"583",583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1349.28571428571,0.748928428571428,0.703927428571428,0.710246,0.7525,2,0.129354,0.654167,1,1,0,-446,1707,3757,5464,7273,1278
"584",584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1376.85714285714,0.752023714285714,0.707535857142857,0.697621,0.735833,2,0.116908,0.70375,1,1,0,193,1233,5780,7013,7534,1263
"585",585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1421.14285714286,0.755238,0.712496571428571,0.707717,0.75,2,0.1107,0.672917,1,1,0,310,1278,5995,7273,7286,1196
"586",586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1448.14285714286,0.759880857142857,0.718269285714285,0.699508,0.755833,1,0.1561,0.620417,1,1,0,189,1263,6271,7534,5786,1065
"587",587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1478.57142857143,0.760357,0.717186428571428,0.667942,0.715833,2,0.238813,0.715833,0,0,0,213,1196,6090,7286,6299,2247
"588",588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1441,0.753214142857143,0.70934,0.638267,0.6925,2,0.206479,0.732917,0,0,0,-263,1065,4721,5786,6544,2182
"589",589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,1427,0.738809428571429,0.693197142857142,0.644579,0.700833,1,0.122512,0.530417,1,1,0,-98,2247,4052,6299,6883,1207
"590",590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,1494.85714285714,0.729047428571429,0.68084,0.662254,0.720833,1,0.136212,0.545417,1,1,0,475,2182,4362,6544,6784,1128
"591",591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1491.14285714286,0.724523571428572,0.673984,0.676779,0.726667,1,0.169158,0.686667,1,1,0,-26,1207,5676,6883,7347,1198
"592",592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1469.71428571429,0.723214142857143,0.671006571428571,0.654037,0.706667,1,0.169771,0.619583,1,1,0,-150,1128,5656,6784,7605,1338
"593",593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1460.42857142857,0.717023714285714,0.663338,0.654688,0.719167,1,0.141796,0.519167,1,1,0,-65,1198,6149,7347,7148,1483
"594",594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1480.71428571429,0.711785714285714,0.656935142857142,0.2424,0.723333,1,0.231354,0.570833,0,0,0,142,1338,6267,7605,7865,2827
"595",595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1540.42857142857,0.712857142857143,0.596143428571428,0.618071,0.678333,1,0.177867,0.603333,0,0,0,418,1483,5665,7148,4549,1208
"596",596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,1623.28571428571,0.710833285714286,0.593258285714285,0.603554,0.635833,2,0.08645,0.711667,1,1,0,580,2827,5038,7865,6530,1026
"597",597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1484.14285714286,0.701547571428572,0.587397571428571,0.595967,0.635833,2,0.129979,0.734167,1,1,0,-974,1208,3341,4549,7006,1081
"598",598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1458.28571428571,0.689404714285714,0.577928,0.601025,0.649167,1,0.0727708,0.67375,1,1,0,-181,1026,5504,6530,7375,1094
"599",599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1451.57142857143,0.678333285714286,0.567106,0.621854,0.6675,1,0.0702833,0.677083,1,1,0,-47,1081,5925,7006,7765,1363
"600",600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1436.71428571429,0.672738,0.562508428571428,0.637008,0.695833,1,0.0845958,0.635833,1,1,0,-104,1094,6281,7375,7582,1325
"601",601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1440.28571428571,0.669404571428572,0.559982714285714,0.6471,0.7025,2,0.0721458,0.615,0,0,0,25,1363,6402,7765,6053,1829
"602",602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1417.71428571429,0.666428428571429,0.617797,0.618696,0.661667,2,0.244408,0.712917,0,0,0,-158,1325,6257,7582,5255,1483
"603",603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1275.14285714286,0.664047571428572,0.617886285714285,0.595996,0.653333,2,0.228858,0.845833,1,1,0,-998,1829,4224,6053,6917,989
"604",604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1314.42857142857,0.666547571428572,0.616806571428571,0.654688,0.703333,1,0.128733,0.730417,1,1,0,275,1483,3772,5255,7040,935
"605",605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,1309.14285714286,0.676190428571429,0.625195285714285,0.66605,0.728333,1,0.190925,0.62,1,1,0,-37,989,5928,6917,7697,1177
"606",606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,1288.28571428571,0.687499857142857,0.634484571428571,0.635733,0.685,1,0.112562,0.552083,1,1,0,-146,935,6105,7040,7713,1172
"607",607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1300.14285714286,0.689999857142857,0.636467285714285,0.652779,0.706667,1,0.0771167,0.590417,1,1,0,83,1177,6520,7697,7350,1433
"608",608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1272.85714285714,0.691547571428572,0.638720285714285,0.6894,0.764167,1,0.168533,0.5875,0,0,0,-191,1172,6541,7713,6140,2352
"609",609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1288.28571428571,0.700357142857143,0.644763142857143,0.702654,0.753333,2,0.113187,0.638333,0,0,0,108,1433,5917,7350,5810,2613
"610",610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,1363,0.713452285714286,0.656757142857143,0.649,0.696667,2,0.0640708,0.815,1,0,1,523,2352,3788,6140,6034,1965
"611",611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,1524.42857142857,0.719642857142857,0.664329142857143,0.661629,0.7075,1,0.151121,0.790833,1,1,0,1130,2613,3197,5810,6864,867
"612",612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1663.85714285714,0.720238142857143,0.665320714285714,0.686888,0.725833,1,0.236321,0.755,1,1,0,976,1965,4069,6034,7112,832
"613",613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,1654.14285714286,0.719881,0.668297571428571,0.708983,0.736667,1,0.187808,0.74125,1,1,0,-68,867,5997,6864,6203,611
"614",614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,1604.85714285714,0.727262,0.678761857142857,0.655329,0.696667,2,0.142421,0.810417,1,1,0,-345,832,6280,7112,7504,1045
"615",615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,1524.71428571429,0.725833428571429,0.679126142857142,0.657204,0.703333,1,0.171646,0.73625,0,0,0,-561,611,5592,6203,5976,1557
"616",616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1469.28571428571,0.717142857142857,0.674526714285714,0.611121,0.659167,2,0.281104,0.799167,0,0,0,-388,1045,6459,7504,8227,2570
"617",617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1355.71428571429,0.703690571428571,0.661450571428571,0.578925,0.61,1,0.224496,0.5475,1,1,0,-795,1557,4419,5976,7525,1118
"618",618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,1349.57142857143,0.691309571428572,0.651439857142857,0.565654,0.583333,1,0.258713,0.50375,1,1,0,-43,2570,5657,8227,7767,1070
"619",619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1228.57142857143,0.673571428571429,0.637729142857142,0.554292,0.5775,1,0.0920542,0.52,1,1,0,-847,1118,6407,7525,7870,1050
"620",620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1257.57142857143,0.652381,0.618786857142857,0.570075,0.599167,1,0.131846,0.577083,1,1,0,203,1070,6697,7767,7804,1054
"621",621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1288.71428571429,0.632738142857143,0.598942857142857,0.579558,0.6125,1,0.0827208,0.637083,1,1,0,218,1050,6820,7870,8009,1379
"622",622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1352,0.620714285714286,0.588118428571428,0.594083,0.633333,1,0.103863,0.6725,0,0,0,443,1054,6750,7804,8714,3160
"623",623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1399.71428571429,0.610714285714286,0.579101142857143,0.585867,0.608333,1,0.247521,0.501667,0,0,0,334,1379,6630,8009,7333,2166
"624",624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,1628.71428571429,0.603452285714286,0.575493428571428,0.563125,0.58,1,0.0901833,0.57,1,1,0,1603,3160,5554,8714,6869,1022
